datetime (UTC),"coordinates (lat,lon)",temperature (degC),relative_humidity (0-1),wind_speed (m/s),total_precipitation (mm of water equivalent),surface_pressure (Pa),snowfall (mm of water equivalent),snow_depth (mm of water equivalent),absolute_humidity (g/m^3),rainfall (mm)
3/17/2024 8:00,"(42.089797, -76.807734)",4.58,0.87,4.37,0.02,95170.95,0,0,5.751226487,0.02
3/17/2024 9:00,"(42.089797, -76.807734)",4.91,0.82,4.2,0.11,95178.48,0,0,5.540599191,0.11
3/17/2024 10:00,"(42.089797, -76.807734)",5.41,0.72,4.24,0.08,95191.7,0,0,5.028310857,0.08
3/17/2024 11:00,"(42.089797, -76.807734)",6.31,0.53,4.4,0.07,95205.03,0,0,3.926807805,0.07
3/17/2024 12:00,"(42.089797, -76.807734)",7.03,0.39,5.39,0.01,95220.97,0,0,3.028516678,0.01
3/17/2024 13:00,"(42.089797, -76.807734)",8.19,0.31,5.9,0,95208.85,0,0,2.59502427,0
3/17/2024 14:00,"(42.089797, -76.807734)",8.7,0.3,6.18,0,95207.03,0,0,2.595024205,0
3/17/2024 15:00,"(42.089797, -76.807734)",8.46,0.33,5.87,0.06,95128,0,0,2.81086628,0.06
3/17/2024 16:00,"(42.089797, -76.807734)",7.99,0.38,5.59,0.08,95172.56,0,0,3.140237221,0.08
3/17/2024 17:00,"(42.089797, -76.807734)",7.71,0.42,4.47,0.03,95219.72,0,0,3.40856331,0.03
3/17/2024 18:00,"(42.089797, -76.807734)",5.41,0.56,3.23,0.09,95379.92,0,0,3.910908444,0.09
3/17/2024 19:00,"(42.089797, -76.807734)",4.61,0.62,2.73,0.11,95435.36,0,0,4.106745375,0.11
3/17/2024 20:00,"(42.089797, -76.807734)",4.11,0.64,2.28,0.04,95483.64,0,0,4.100560753,0.04
3/17/2024 21:00,"(42.089797, -76.807734)",3.61,0.6,2.39,0,95509.74,0,0,3.718015787,0
3/17/2024 22:00,"(42.089797, -76.807734)",2.8,0.56,2.82,0,95565.42,0,0,3.286422665,0
3/17/2024 23:00,"(42.089797, -76.807734)",2.07,0.57,3.14,0,95574.34,0,0,3.184057887,0
3/18/2024 0:00,"(42.089797, -76.807734)",1.47,0.63,3.28,0,95626.23,0,0,3.378584463,0
3/18/2024 1:00,"(42.089797, -76.807734)",0.82,0.67,3.16,0,95605.18,0,0,3.437002681,0
3/18/2024 2:00,"(42.089797, -76.807734)",0.54,0.69,2.96,0,95580.48,0,0,3.47226069,0
3/18/2024 3:00,"(42.089797, -76.807734)",0.21,0.71,2.88,0.11,95592.61,0.11,0,3.492728001,0
3/18/2024 4:00,"(42.089797, -76.807734)",-0.05,0.71,2.96,0.03,95579.55,0.03,0,3.430673554,0
3/18/2024 5:00,"(42.089797, -76.807734)",-0.21,0.72,2.87,0.04,95624.87,0.03,0,3.440757173,0.01
3/18/2024 6:00,"(42.089797, -76.807734)",-0.91,0.7,2,0.02,95650.57,0.02,0,3.186728131,0
3/18/2024 7:00,"(42.089797, -76.807734)",-1.07,0.7,2.17,0,95657.01,0,0,3.15144972,0
3/18/2024 8:00,"(42.089797, -76.807734)",-0.98,0.67,2.74,0,95703.09,0,0,3.035340616,0
3/18/2024 9:00,"(42.089797, -76.807734)",-0.62,0.65,3.83,0,95708.15,0,0,3.019300864,0
3/18/2024 10:00,"(42.089797, -76.807734)",-0.03,0.58,4.85,0.02,95736.34,0.01,0,2.80639322,0.01
3/18/2024 11:00,"(42.089797, -76.807734)",0.62,0.52,5.01,0.03,95737.37,0.03,0,2.631188553,0
3/18/2024 12:00,"(42.089797, -76.807734)",0.7,0.52,5.01,0.03,95727.07,0.03,0,2.645670498,0
3/18/2024 13:00,"(42.089797, -76.807734)",1.21,0.5,4.79,0.02,95676.32,0.02,0,2.634275875,0
3/18/2024 14:00,"(42.089797, -76.807734)",1.38,0.49,4.83,0.03,95640.84,0.03,0,2.611715127,0
3/18/2024 15:00,"(42.089797, -76.807734)",1.57,0.49,4.8,0.04,95595.19,0.04,0,2.645748177,0
3/18/2024 16:00,"(42.089797, -76.807734)",1.38,0.49,4.94,0.04,95582.63,0.04,0,2.611715127,0
3/18/2024 17:00,"(42.089797, -76.807734)",1.16,0.51,4.96,0.05,95624.74,0.04,0,2.677800063,0.01
3/18/2024 18:00,"(42.089797, -76.807734)",0.26,0.58,4.47,0.03,95701.62,0.03,0,2.863054635,0
3/18/2024 19:00,"(42.089797, -76.807734)",-0.04,0.61,3.78,0.01,95767.64,0.01,0,2.949515177,0
3/18/2024 20:00,"(42.089797, -76.807734)",-0.36,0.63,3.31,0,95763.08,0,0,2.979590764,0
3/18/2024 21:00,"(42.089797, -76.807734)",-0.51,0.66,3.82,0.01,95749.52,0.01,0,3.08921987,0
3/18/2024 22:00,"(42.089797, -76.807734)",-0.7,0.69,4.23,0.02,95748.39,0.02,0,3.187363295,0
3/18/2024 23:00,"(42.089797, -76.807734)",-0.92,0.73,4.9,0.03,95743.87,0.03,0,3.32099225,0
3/19/2024 0:00,"(42.089797, -76.807734)",-1.05,0.74,4.78,0.06,95753.11,0.06,0,3.336174437,0
3/19/2024 1:00,"(42.089797, -76.807734)",-1.43,0.74,4.32,0.08,95766.41,0.07,0,3.248943039,0.01
3/19/2024 2:00,"(42.089797, -76.807734)",-1.6,0.74,4.04,0.03,95762.13,0.03,0,3.210571485,0
3/19/2024 3:00,"(42.089797, -76.807734)",-1.74,0.71,4.46,0.05,95753.32,0.05,0,3.050381521,0
3/19/2024 4:00,"(42.089797, -76.807734)",-2.02,0.69,4.68,0.03,95757.06,0.03,0,2.906832865,0
3/19/2024 5:00,"(42.089797, -76.807734)",-2.2,0.67,4.47,0.02,95750.14,0.01,0,2.787114296,0.01
3/19/2024 6:00,"(42.089797, -76.807734)",-2.16,0.62,4.13,0.01,95792.68,0.01,0,2.586381673,0
3/19/2024 7:00,"(42.089797, -76.807734)",-2.06,0.62,4.09,0.01,95788.54,0.01,0,2.604612777,0
3/19/2024 8:00,"(42.089797, -76.807734)",-1.68,0.61,4.29,0.02,95804.44,0.01,0,2.63178107,0.01
3/19/2024 9:00,"(42.089797, -76.807734)",-1.19,0.6,5.23,0.03,95783.15,0.03,0,2.67875693,0
3/19/2024 10:00,"(42.089797, -76.807734)",-0.44,0.6,5.32,0.05,95747.11,0.05,0,2.822032871,0
3/19/2024 11:00,"(42.089797, -76.807734)",0.18,0.58,5.31,0.07,95713.61,0.06,0,2.847324547,0.01
3/19/2024 12:00,"(42.089797, -76.807734)",0.81,0.55,5.34,0.07,95636.58,0.06,0,2.819487506,0.01
3/19/2024 13:00,"(42.089797, -76.807734)",1.59,0.52,5.24,0.07,95512.92,0.06,0,2.811558401,0.01
3/19/2024 14:00,"(42.089797, -76.807734)",2.06,0.54,5.5,0.07,95434.64,0.07,0,3.014431318,0
3/19/2024 15:00,"(42.089797, -76.807734)",2.14,0.55,5.68,0.07,95294.5,0.07,0,3.086948291,0
3/19/2024 16:00,"(42.089797, -76.807734)",2.31,0.56,5.75,0.11,95260.24,0.11,0,3.179463758,0
3/19/2024 17:00,"(42.089797, -76.807734)",1.83,0.61,4.8,0.22,95232.07,0.22,0,3.352446981,0
3/19/2024 18:00,"(42.089797, -76.807734)",0.5,0.75,3.58,0.31,95266.28,0.31,0,3.763840355,0
3/19/2024 19:00,"(42.089797, -76.807734)",0.25,0.78,3.63,0.34,95334.33,0.34,0,3.847664978,0
3/19/2024 20:00,"(42.089797, -76.807734)",0.33,0.77,3.29,0.28,95362.13,0.28,0,3.819307455,0
3/19/2024 21:00,"(42.089797, -76.807734)",0.38,0.75,3.35,0.12,95364.97,0.12,0,3.732921589,0
3/19/2024 22:00,"(42.089797, -76.807734)",0.23,0.74,3.29,0.05,95334.17,0.05,0,3.645325409,0
3/19/2024 23:00,"(42.089797, -76.807734)",0.43,0.75,3.2,0.05,95286.39,0.05,0,3.745777229,0
3/20/2024 0:00,"(42.089797, -76.807734)",0.54,0.76,3.21,0.07,95243.9,0.07,0,3.824519021,0
3/20/2024 1:00,"(42.089797, -76.807734)",0.93,0.76,3.25,0.05,95211.92,0.05,0,3.928171304,0
3/20/2024 2:00,"(42.089797, -76.807734)",1.08,0.77,3.22,0.02,95184.08,0.02,0,4.020908118,0
3/20/2024 3:00,"(42.089797, -76.807734)",1.31,0.77,3.17,0.05,95170.79,0.05,0,4.084572961,0
3/20/2024 4:00,"(42.089797, -76.807734)",0.66,0.79,3.09,0.02,95147.95,0.02,0,4.008370081,0
3/20/2024 5:00,"(42.089797, -76.807734)",0.51,0.78,2.45,0,95158.09,0,0,3.917084109,0
3/20/2024 6:00,"(42.089797, -76.807734)",0.35,0.78,2.91,0,95241.63,0,0,3.874235866,0
3/20/2024 7:00,"(42.089797, -76.807734)",0.28,0.78,1.68,0,95256.56,0,0,3.855619409,0
3/20/2024 8:00,"(42.089797, -76.807734)",0.87,0.76,1.83,0,95264.88,0,0,3.912066241,0
3/20/2024 9:00,"(42.089797, -76.807734)",1.46,0.73,2.11,0,95229.63,0,0,3.912200774,0
3/20/2024 10:00,"(42.089797, -76.807734)",2.26,0.67,2.97,0.06,95210.08,0.02,0,3.79115069,0.04
3/20/2024 11:00,"(42.089797, -76.807734)",2.86,0.63,3.47,0.16,95162.26,0.04,0,3.712200426,0.12
3/20/2024 12:00,"(42.089797, -76.807734)",2.6,0.69,3.93,0.2,95127.1,0.11,0,3.995089411,0.09
3/20/2024 13:00,"(42.089797, -76.807734)",2.83,0.73,4.16,0.27,95125.6,0.17,0,4.292754963,0.1
3/20/2024 14:00,"(42.089797, -76.807734)",2.33,0.82,4.42,0.59,95096.49,0.23,0,4.661947457,0.36
3/20/2024 15:00,"(42.089797, -76.807734)",0.55,0.84,6.48,1.32,95198.52,0.67,0,4.230004033,0.65
3/20/2024 16:00,"(42.089797, -76.807734)",-0.53,0.75,6.81,0.13,95297.53,0.1,0,3.505615033,0.03
3/20/2024 17:00,"(42.089797, -76.807734)",0.39,0.58,7.01,0.03,95395.95,0.01,0,2.888778637,0.02
3/20/2024 18:00,"(42.089797, -76.807734)",-0.47,0.52,6.52,0.01,95621.74,0.01,0,2.44068522,0
3/20/2024 19:00,"(42.089797, -76.807734)",-1.92,0.56,5.94,0.01,95757.35,0.01,0,2.375778328,0
3/20/2024 20:00,"(42.089797, -76.807734)",-2.71,0.58,6.18,0.01,95883.8,0.01,0,2.327578508,0
3/20/2024 21:00,"(42.089797, -76.807734)",-3.17,0.6,6.92,0.02,96018.81,0.02,0,2.330748344,0
3/20/2024 22:00,"(42.089797, -76.807734)",-3.9,0.6,6.31,0.01,96110.48,0.01,0,2.212859484,0
3/20/2024 23:00,"(42.089797, -76.807734)",-4.07,0.56,5.97,0,96161.29,0,0,2.040426559,0
3/21/2024 0:00,"(42.089797, -76.807734)",-4.32,0.56,6.05,0,96239.47,0,0,2.004276032,0
3/21/2024 1:00,"(42.089797, -76.807734)",-5.02,0.58,6,0.01,96279.88,0.01,0,1.974108938,0
3/21/2024 2:00,"(42.089797, -76.807734)",-5.4,0.62,6.32,0.01,96339.52,0.01,0,2.053199437,0
3/21/2024 3:00,"(42.089797, -76.807734)",-5.41,0.61,6.45,0.02,96380.26,0.02,0,2.018624323,0
3/21/2024 4:00,"(42.089797, -76.807734)",-5.46,0.58,6.18,0.02,96448.77,0.02,0,1.912424748,0
3/21/2024 5:00,"(42.089797, -76.807734)",-5.55,0.6,6.27,0.02,96504.35,0.01,0,1.965536716,0.01
3/21/2024 6:00,"(42.089797, -76.807734)",-5.47,0.6,6.24,0.02,96594.02,0.02,0,1.976940825,0
3/21/2024 7:00,"(42.089797, -76.807734)",-5.44,0.6,6.22,0.02,96674.23,0.02,0,1.98123237,0
3/21/2024 8:00,"(42.089797, -76.807734)",-5.33,0.56,6.39,0.03,96781.25,0.03,0,1.86390245,0
3/21/2024 9:00,"(42.089797, -76.807734)",-4.84,0.53,6.3,0.05,96857.83,0.05,0,1.827443764,0
3/21/2024 10:00,"(42.089797, -76.807734)",-3.94,0.48,5.94,0.07,96926.15,0.06,0,1.765243405,0.01
3/21/2024 11:00,"(42.089797, -76.807734)",-3.26,0.45,5.55,0.05,96948.86,0.05,0,1.736941336,0
3/21/2024 12:00,"(42.089797, -76.807734)",-2.4,0.42,5.46,0.03,97006.37,0.03,0,1.722734214,0
3/21/2024 13:00,"(42.089797, -76.807734)",-1.4,0.39,5.89,0.02,97003.92,0.02,0,1.71587148,0
3/21/2024 14:00,"(42.089797, -76.807734)",-0.59,0.36,5.84,0.01,96975.71,0.01,0,1.675710818,0
3/21/2024 15:00,"(42.089797, -76.807734)",-0.33,0.35,5.79,0.01,96978.06,0.01,0,1.658768058,0
3/21/2024 16:00,"(42.089797, -76.807734)",-0.15,0.34,5.58,0,96991.36,0,0,1.631552398,0
3/21/2024 17:00,"(42.089797, -76.807734)",-0.16,0.34,5.19,0,97033.75,0,0,1.630425625,0
3/21/2024 18:00,"(42.089797, -76.807734)",-2.15,0.4,4.46,0,97078.39,0,0,1.669806273,0
3/21/2024 19:00,"(42.089797, -76.807734)",-2.18,0.4,3.53,0,97154.76,0,0,1.666289639,0
3/21/2024 20:00,"(42.089797, -76.807734)",-2.35,0.41,3.3,0,97231.92,0,0,1.687646833,0
3/21/2024 21:00,"(42.089797, -76.807734)",-2.63,0.43,3.35,0,97328.76,0,0,1.73538931,0
3/21/2024 22:00,"(42.089797, -76.807734)",-3.12,0.46,3.45,0,97411.11,0,0,1.793249695,0
3/21/2024 23:00,"(42.089797, -76.807734)",-3.49,0.48,3.4,0,97460.85,0,0,1.822726327,0
3/22/2024 0:00,"(42.089797, -76.807734)",-3.82,0.51,3.28,0,97510.62,0,0,1.891689892,0
3/22/2024 1:00,"(42.089797, -76.807734)",-4.41,0.53,3.06,0,97531.33,0,0,1.884718372,0
3/22/2024 2:00,"(42.089797, -76.807734)",-4.96,0.56,2.93,0,97582.53,0,0,1.914287329,0
3/22/2024 3:00,"(42.089797, -76.807734)",-5.15,0.57,2.81,0,97557.13,0,0,1.921985213,0
3/22/2024 4:00,"(42.089797, -76.807734)",-6.24,0.61,2.31,0,97548.73,0,0,1.900716592,0
3/22/2024 5:00,"(42.089797, -76.807734)",-7.25,0.65,2.03,0,97523.94,0,0,1.881225356,0
3/22/2024 6:00,"(42.089797, -76.807734)",-8.01,0.67,2.31,0,97587.42,0,0,1.833549172,0
3/22/2024 7:00,"(42.089797, -76.807734)",-8.48,0.7,1.77,0,97577.06,0,0,1.850128226,0
3/22/2024 8:00,"(42.089797, -76.807734)",-7.45,0.67,1.43,0,97646.26,0,0,1.910823084,0
3/22/2024 9:00,"(42.089797, -76.807734)",-5.88,0.6,1.22,0,97666.05,0,0,1.919105074,0
3/22/2024 10:00,"(42.089797, -76.807734)",-4.41,0.5,1.93,0.01,97596.61,0.01,0,1.7780362,0
3/22/2024 11:00,"(42.089797, -76.807734)",-3.82,0.47,1.71,0.01,97568.63,0.01,0,1.743322058,0
3/22/2024 12:00,"(42.089797, -76.807734)",-2.9,0.44,1.6,0,97488.02,0,0,1.742202089,0
3/22/2024 13:00,"(42.089797, -76.807734)",-1.6,0.43,1.68,0.16,97411.42,0.16,0,1.86560235,0
3/22/2024 14:00,"(42.089797, -76.807734)",-1.22,0.45,2.02,0.04,97331.68,0.04,0,2.004870943,0
3/22/2024 15:00,"(42.089797, -76.807734)",-0.53,0.44,2.38,0.02,97224.78,0.02,0,2.056627486,0
3/22/2024 16:00,"(42.089797, -76.807734)",0.27,0.43,2.39,0.03,97108.32,0.02,0,2.124071182,0.01
3/22/2024 17:00,"(42.089797, -76.807734)",1.24,0.41,1.99,0.01,97076.63,0.01,0,2.164535805,0
3/22/2024 18:00,"(42.089797, -76.807734)",0.9,0.49,1.22,0.02,97025.49,0.02,0,2.527440323,0
3/22/2024 19:00,"(42.089797, -76.807734)",0.07,0.56,1.74,0.68,97017.14,0.51,0,2.728377436,0.17
3/22/2024 20:00,"(42.089797, -76.807734)",-0.66,0.65,2.62,0.39,97021.42,0.36,0,3.010934559,0.03
3/22/2024 21:00,"(42.089797, -76.807734)",-0.35,0.71,2.88,0.1,96983.82,0.1,0,3.360276082,0
3/22/2024 22:00,"(42.089797, -76.807734)",-0.62,0.79,2.87,1.49,96861.56,1.49,0,3.669611819,0
3/22/2024 23:00,"(42.089797, -76.807734)",-0.49,0.82,3.29,1.48,96825.2,1.45,2.82,3.843444014,0.03
3/23/2024 0:00,"(42.089797, -76.807734)",-0.63,0.86,3.51,1.13,96755.26,0.85,3.63,3.991997452,0.28
3/23/2024 1:00,"(42.089797, -76.807734)",-0.63,0.89,3.44,1.13,96633.14,0.48,8.58,4.131253177,0.65
3/23/2024 2:00,"(42.089797, -76.807734)",-0.81,0.9,3.34,1.32,96560.29,0.14,3.63,4.125796441,1.18
3/23/2024 3:00,"(42.089797, -76.807734)",-0.61,0.89,2.88,1.62,96480.29,0.22,2.82,4.136987856,1.4
3/23/2024 4:00,"(42.089797, -76.807734)",-0.57,0.9,2.36,1.11,96392.58,0.03,2.82,4.195090294,1.08
3/23/2024 5:00,"(42.089797, -76.807734)",-0.65,0.9,1.79,1.66,96334.34,0.04,2.82,4.171879696,1.62
3/23/2024 6:00,"(42.089797, -76.807734)",-0.05,0.91,0.57,1.92,96342.94,0.24,8.58,4.397060471,1.68
3/23/2024 7:00,"(42.089797, -76.807734)",-0.4,0.93,1.28,1.81,96363.69,0.32,10,4.38628247,1.49
3/23/2024 8:00,"(42.089797, -76.807734)",-0.51,0.93,1.5,1.51,96329.11,0.35,10,4.352991635,1.16
3/23/2024 9:00,"(42.089797, -76.807734)",-0.63,0.94,1.87,1.23,96330.91,0.58,10,4.363346053,0.65
3/23/2024 10:00,"(42.089797, -76.807734)",-0.68,0.94,2.76,1.13,96389.04,1.03,10,4.348236155,0.1
3/23/2024 11:00,"(42.089797, -76.807734)",-1.05,0.92,4.13,1.05,96390.21,1.03,12.82,4.147676327,0.02
3/23/2024 12:00,"(42.089797, -76.807734)",-1.62,0.88,4.41,0.86,96381.72,0.86,12.82,3.812639794,0
3/23/2024 13:00,"(42.089797, -76.807734)",-1.9,0.84,4.74,0.51,96386.32,0.51,12.82,3.568668833,0
3/23/2024 14:00,"(42.089797, -76.807734)",-1.58,0.79,5.51,0.2,96360.65,0.2,12.82,3.432299149,0
3/23/2024 15:00,"(42.089797, -76.807734)",-1.75,0.8,6.24,0.1,96384.57,0.1,12.82,3.434643694,0
3/23/2024 16:00,"(42.089797, -76.807734)",-2.19,0.79,6.52,0.01,96349.86,0.01,12.82,3.288609777,0
3/23/2024 17:00,"(42.089797, -76.807734)",-2.47,0.78,6.73,0,96393.11,0,12.82,3.183627766,0
3/23/2024 18:00,"(42.089797, -76.807734)",-3.08,0.76,6.12,0,96435.23,0,12.82,2.971167209,0
3/23/2024 19:00,"(42.089797, -76.807734)",-3.26,0.76,5.81,0,96500.67,0,12.82,2.933500922,0
3/23/2024 20:00,"(42.089797, -76.807734)",-3.22,0.76,5.36,0.01,96603.44,0.01,2.82,2.941834716,0
3/23/2024 21:00,"(42.089797, -76.807734)",-3.52,0.77,4.83,0,96743.23,0,2.82,2.917728174,0
3/23/2024 22:00,"(42.089797, -76.807734)",-3.97,0.78,4.26,0,96796.06,0,2.82,2.86238643,0
3/23/2024 23:00,"(42.089797, -76.807734)",-4.51,0.79,3.87,0,96815.18,0,2.82,2.789235921,0
3/24/2024 0:00,"(42.089797, -76.807734)",-4.93,0.81,3.91,0,96848.87,0,2.82,2.774864254,0
3/24/2024 1:00,"(42.089797, -76.807734)",-5.04,0.83,4.08,0,96884.49,0,2.82,2.820951849,0
3/24/2024 2:00,"(42.089797, -76.807734)",-4.9,0.85,4.24,0,96941.72,0,2.82,2.918186428,0
3/24/2024 3:00,"(42.089797, -76.807734)",-4.84,0.86,4.37,0,96954.08,0,2.82,2.965286108,0
3/24/2024 4:00,"(42.089797, -76.807734)",-4.94,0.86,4.49,0,96982.71,0,2.82,2.944032904,0
3/24/2024 5:00,"(42.089797, -76.807734)",-5.5,0.85,4.07,0,97031.68,0,2.82,2.794598084,0
3/24/2024 6:00,"(42.089797, -76.807734)",-5.08,0.79,4.39,0.01,97139.54,0.01,2.82,2.677276764,0
3/24/2024 7:00,"(42.089797, -76.807734)",-4.87,0.77,4.41,0.02,97184.95,0.02,2.82,2.649244098,0
3/24/2024 8:00,"(42.089797, -76.807734)",-4.6,0.74,4.62,0.03,97283.07,0.03,2.82,2.595890696,0
3/24/2024 9:00,"(42.089797, -76.807734)",-3.83,0.68,4.46,0.02,97376.6,0.02,2.82,2.520456028,0
3/24/2024 10:00,"(42.089797, -76.807734)",-3,0.61,4.11,0,97438.27,0,2.82,2.398298353,0
3/24/2024 11:00,"(42.089797, -76.807734)",-2.01,0.53,3.48,0,97490.57,0,2.82,2.234352289,0
3/24/2024 12:00,"(42.089797, -76.807734)",-0.92,0.47,2.92,0,97552.73,0,2.82,2.138173092,0
3/24/2024 13:00,"(42.089797, -76.807734)",0.51,0.4,2.6,0,97585.97,0,2.82,2.008761081,0
3/24/2024 14:00,"(42.089797, -76.807734)",1.48,0.37,2.4,0,97582.29,0,2.82,1.98560056,0
3/24/2024 15:00,"(42.089797, -76.807734)",2.07,0.35,2.29,0,97566.88,0,2.82,1.955123264,0
3/24/2024 16:00,"(42.089797, -76.807734)",2.49,0.34,2.11,0,97491.94,0,2.82,1.95402559,0
3/24/2024 17:00,"(42.089797, -76.807734)",2.75,0.32,2,0,97519.2,0,2.82,1.871637748,0
3/24/2024 18:00,"(42.089797, -76.807734)",1.92,0.34,1.83,0,97507.1,0,2.82,1.880032817,0
3/24/2024 19:00,"(42.089797, -76.807734)",1.45,0.35,2.42,0,97570.99,0,2.82,1.874434795,0
3/24/2024 20:00,"(42.089797, -76.807734)",-0.43,0.42,2.52,0,97613.43,0,0,1.976791449,0
3/24/2024 21:00,"(42.089797, -76.807734)",-1.63,0.48,2.24,0,97689.9,0,0,2.078167472,0
3/24/2024 22:00,"(42.089797, -76.807734)",-2.46,0.52,2.27,0,97719.23,0,0,2.123914373,0
3/24/2024 23:00,"(42.089797, -76.807734)",-2.29,0.53,2.33,0,97725.02,0,0,2.190822487,0
3/25/2024 0:00,"(42.089797, -76.807734)",-2.76,0.57,1.96,0,97745.5,0,0,2.279385479,0
3/25/2024 1:00,"(42.089797, -76.807734)",-3.14,0.59,1.85,0,97755.11,0,0,2.296780565,0
3/25/2024 2:00,"(42.089797, -76.807734)",-3.08,0.58,2.04,0,97730.63,0,0,2.267469712,0
3/25/2024 3:00,"(42.089797, -76.807734)",-3.28,0.58,1.84,0,97708.5,0,0,2.235550334,0
3/25/2024 4:00,"(42.089797, -76.807734)",-3.27,0.58,2.37,0,97719.72,0,0,2.237136866,0
3/25/2024 5:00,"(42.089797, -76.807734)",-3.08,0.58,2.63,0,97670.52,0,0,2.267469712,0
3/25/2024 6:00,"(42.089797, -76.807734)",-2.45,0.61,3.08,0,97637.12,0,0,2.493270787,0
3/25/2024 7:00,"(42.089797, -76.807734)",-2.17,0.6,3.51,0,97666.54,0,0,2.50119169,0
3/25/2024 8:00,"(42.089797, -76.807734)",-1.19,0.57,3.6,0,97692.68,0,0,2.544819084,0
3/25/2024 9:00,"(42.089797, -76.807734)",0.38,0.52,3.7,0,97759.24,0,0,2.588158968,0
3/25/2024 10:00,"(42.089797, -76.807734)",3.38,0.41,4.11,0,97735.37,0,0,2.501796109,0
3/25/2024 11:00,"(42.089797, -76.807734)",5.21,0.35,4.21,0,97745.56,0,0,2.412271255,0
3/25/2024 12:00,"(42.089797, -76.807734)",6.64,0.32,3.94,0,97721.45,0,0,2.422588265,0
3/25/2024 13:00,"(42.089797, -76.807734)",8.84,0.29,4.07,0,97633.77,0,0,2.531143831,0
3/25/2024 14:00,"(42.089797, -76.807734)",9.97,0.27,4.12,0,97568.42,0,0,2.532715477,0
3/25/2024 15:00,"(42.089797, -76.807734)",10.93,0.27,4.07,0,97519.15,0,0,2.691245935,0
3/25/2024 16:00,"(42.089797, -76.807734)",11.96,0.25,4.39,0,97412.21,0,0,2.65821169,0
3/25/2024 17:00,"(42.089797, -76.807734)",12.62,0.24,4.7,0,97352.16,0,0,2.658993038,0
3/25/2024 18:00,"(42.089797, -76.807734)",11.89,0.26,3.59,0,97231.73,0,0,2.752475062,0
3/25/2024 19:00,"(42.089797, -76.807734)",10.52,0.29,3.67,0,97261.29,0,0,2.816774764,0
3/25/2024 20:00,"(42.089797, -76.807734)",8.41,0.36,3.99,0,97275.43,0,0,3.056557092,0
3/25/2024 21:00,"(42.089797, -76.807734)",7.36,0.41,4.32,0,97347.01,0,0,3.252814728,0
3/25/2024 22:00,"(42.089797, -76.807734)",6.13,0.44,4.48,0,97350.04,0,0,3.221788132,0
3/25/2024 23:00,"(42.089797, -76.807734)",5.42,0.48,4.61,0,97290.84,0,0,3.354418041,0
3/26/2024 0:00,"(42.089797, -76.807734)",4.72,0.5,4.51,0,97226.43,0,0,3.336148904,0
3/26/2024 1:00,"(42.089797, -76.807734)",3.62,0.55,4.39,0,97314.04,0,0,3.4104629,0
3/26/2024 2:00,"(42.089797, -76.807734)",3.32,0.57,4.26,0,97249.66,0,0,3.464137099,0
3/26/2024 3:00,"(42.089797, -76.807734)",3.28,0.58,4.34,0,97189.82,0,0,3.515462702,0
3/26/2024 4:00,"(42.089797, -76.807734)",2.81,0.59,4.04,0,97139.49,0,0,3.464814933,0
3/26/2024 5:00,"(42.089797, -76.807734)",2.59,0.6,3.83,0,97086.53,0,0,3.471646573,0
3/26/2024 6:00,"(42.089797, -76.807734)",2.49,0.57,3.86,0,97031.72,0,0,3.275866431,0
3/26/2024 7:00,"(42.089797, -76.807734)",2.53,0.56,4.09,0,97004.65,0,0,3.227102968,0
3/26/2024 8:00,"(42.089797, -76.807734)",2.86,0.51,3.77,0,96988,0,0,3.00511463,0
3/26/2024 9:00,"(42.089797, -76.807734)",3.76,0.5,3.5,0,97019.19,0,0,3.129589271,0
3/26/2024 10:00,"(42.089797, -76.807734)",5.77,0.48,3.91,0,97022.55,0,0,3.432603064,0
3/26/2024 11:00,"(42.089797, -76.807734)",7.55,0.52,4,0,97074.73,0,0,4.176645851,0
3/26/2024 12:00,"(42.089797, -76.807734)",10.12,0.51,3.74,0,97011.97,0,0,4.829769035,0
3/26/2024 13:00,"(42.089797, -76.807734)",12.48,0.5,3.83,0,96951.47,0,0,5.491566809,0
3/26/2024 14:00,"(42.089797, -76.807734)",13.64,0.48,4.14,0,96776.58,0,0,5.664417201,0
3/26/2024 15:00,"(42.089797, -76.807734)",14.23,0.46,4.28,0,96672.17,0,0,5.628880467,0
3/26/2024 16:00,"(42.089797, -76.807734)",14.26,0.47,4.08,0,96567.31,0,0,5.761836046,0
3/26/2024 17:00,"(42.089797, -76.807734)",13.97,0.49,3.87,0,96465.02,0,0,5.901043397,0
3/26/2024 18:00,"(42.089797, -76.807734)",13.05,0.51,3.62,0,96387.58,0,0,5.803075994,0
3/26/2024 19:00,"(42.089797, -76.807734)",12.74,0.56,4.02,0,96421.17,0,0,6.250723511,0
3/26/2024 20:00,"(42.089797, -76.807734)",12.18,0.6,4.55,0,96390.03,0,0,6.46790496,0
3/26/2024 21:00,"(42.089797, -76.807734)",11.92,0.63,5.19,0.03,96437.96,0,0,6.681974333,0.03
3/26/2024 22:00,"(42.089797, -76.807734)",10.6,0.71,5.59,0.17,96393.78,0,0,6.931188837,0.17
3/26/2024 23:00,"(42.089797, -76.807734)",9.48,0.74,5.93,0,96231.29,0,0,6.728463104,0
3/27/2024 0:00,"(42.089797, -76.807734)",8.67,0.76,5.66,0,96341.29,0,0,6.561418458,0
3/27/2024 1:00,"(42.089797, -76.807734)",8.03,0.79,5.54,0.01,96322.64,0,0,6.545259445,0.01
